Date / Ticker,AAPL.MX,LLY.MX,MSFT.MX
08/01/2025,4938.43,16059.85,8658.15
09/01/2025,4984.73,15708.68,8694.15
10/01/2025,4902.97,16463.07,8694.25
13/01/2025,4858.66,16518.21,8641.09
14/01/2025,4783.88,15204.07,8502.72
15/01/2025,4865.41,15405.71,8731.50
16/01/2025,4766.99,15858.67,8869.52
17/01/2025,4768.74,15176.58,8942.76
20/01/2025,4839.74,15176.58,8942.76
21/01/2025,4579.59,15333.54,8841.43
22/01/2025,4577.26,15458.70,9137.12
23/01/2025,4535.82,15553.69,9073.06
24/01/2025,4514.23,15888.67,8974.94
27/01/2025,4749.38,16598.61,8973.12
28/01/2025,4896.07,16586.61,9185.08
29/01/2025,4909.00,16578.61,9084.82
30/01/2025,4912.38,17002.42,8569.53
31/01/2025,4863.38,17002.57,8613.97
04/02/2025,4769.96,16938.58,8445.27
05/02/2025,4768.10,17338.59,8489.30
06/02/2025,4756.81,17836.50,8497.21
07/02/2025,4678.18,18118.48,8423.13
10/02/2025,4680.79,17908.50,8488.47
11/02/2025,4780.37,17827.50,8449.52
12/02/2025,4860.61,17992.49,8383.72
13/02/2025,4926.61,17865.00,8373.89
14/02/2025,4961.22,17181.00,8275.58
17/02/2025,4908.16,17173.00,8349.18
18/02/2025,4931.37,17379.25,8262.44
19/02/2025,5006.62,17657.00,8473.59
20/02/2025,4983.53,17761.60,8445.00
21/02/2025,5018.53,17919.00,8352.19
24/02/2025,5060.00,18061.01,8280.00
25/02/2025,5058.50,18500.00,8135.69
26/02/2025,4905.57,18580.00,8146.51
27/02/2025,4882.05,18575.00,8049.77
28/02/2025,4915.73,18656.00,8069.49
03/03/2025,4904.66,19195.00,8016.18
04/03/2025,4952.58,19021.72,8020.96
